name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
510,72,32,13.7,3.0,,3742241.0,2.6,78.038,78038.0,1.0,50Hertz,471 Lauchstädt - Vieselbach,0.025,471,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",0.25
511,72,32,13.7,3.0,,3742242.0,2.6,78.034,78034.0,1.0,50Hertz,472 Lauchstädt - Vieselbach,0.025,472,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",0.25
512,346,347,20.55,6.0,,3749523.0,3.9,4.993,4993.0,1.5,,,0.016667,903;904,2566.89929682,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.249028367237 52.5316238928337,13.3155158513838 52.5219993683183)",0.166667
513,348,47,,6.0,,3749524.0,,6.55,6550.0,1.0,,,,919;920,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.4564306927748 52.5214517451981)",
514,46,47,,6.0,,3749525.0,,5.184,5184.0,1.0,,,,921;922,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.4564306927748 52.5214517451981)",
515,348,347,,6.0,,3749526.0,,4.169,4169.0,1.0,,Charlottenburg - Mitte,,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.3155158513838 52.5219993683183)",
516,349,330,11.5,6.0,,3749845.0,1.3,45.232,45232.0,1.0,,,0.08,219;220,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,12.2208353620671 48.5857329876532)",0.32
517,349,350,11.5,6.0,,3749846.0,1.3,73.862,73862.0,1.0,,,0.08,221,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.3269526751765 49.393473117636)",0.32
518,338_220kV,350,11.5,3.0,,3749847.0,1.3,62.842,62842.0,1.0,,,0.08,223,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.3269526751765 49.393473117636)",0.32
519,349,351_220kV,,3.0,,3749848.0,,24.279,24279.0,1.0,,,,227;228,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.5077305510922 48.7611239877457)",
520,338_220kV,336_220kV,5.75,3.0,,3749849.0,0.65,131.429,131429.0,0.5,,,0.16,248,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.8107025453557 50.1837655260691)",0.64
521,14,352,11.5,3.0,,3749850.0,1.3,32.772,32772.0,1.0,,,0.08,258,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8076056361242 48.4554267991033)",0.32
522,352,353_220kV,11.5,3.0,,3749851.0,1.3,39.745,39745.0,1.0,,,0.08,262,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8076056361242 48.4554267991033,11.5813705216127 48.7648940508515)",0.32
523,15,353,6.85,3.0,,3749852.0,1.3,76.222,76222.0,0.5,,,0.05,421,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.8681562938884 48.2068029185353,11.5813705216127 48.7648940508515)",0.5
524,354,15,13.7,3.0,,3749853.0,2.6,17.705,17705.0,1.0,,,0.025,429,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",0.25
525,354,15,13.7,3.0,,3749854.0,2.6,17.629,17629.0,1.0,,,0.025,430,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",0.25
526,15,337,41.1,9.0,,3749855.0,7.8,61.235,61235.0,3.0,,,0.008333,443;444;446,5133.79859363,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8681562938884 48.2068029185353,12.2968837896062 48.6069099225677)",0.083333
527,232,227,,3.0,,3749856.0,,0.161,161.0,0.5,,Vöhringen Amprion - LEW,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.0821573264928 48.2660901578788)",
528,315_220kV,232_220kV,,3.0,,3749857.0,,59.714,59714.0,1.0,,Vöhringen LEW - Oberottmarshausen,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.0837512706734 48.268867515302)",
529,235,322_220kV,,6.0,,3756855.0,,72.34,72340.0,2.0,EnBW,,,5120,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,7.75186249820802 48.0964057188536)",
530,322_220kV,288,46.0,6.0,,3756856.0,5.2,48.816,48816.0,4.0,,Weier - Eichstetten,0.02,,1981.46612386,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(7.75186249820802 48.0964057188536,7.91072928612534 48.5012882982432)",0.08
531,355,100_220kV,,6.0,,3756857.0,,23.056,23056.0,2.0,,Niederstedem (DE) - Vianden (LU),,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.17791451185192 49.9530650802033,6.47473977006816 49.9224692993999)",
532,356,355,,3.0,,3756858.0,,2.552,2552.0,1.0,,Bauler (DE) - Vianden (LU),,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",
533,357,356,,3.0,,3756859.0,,10.361,10361.0,1.0,,Bauler (DE) - Flebour (LU),,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.11451700702834 49.9053646588261,6.21102031526762 49.9586257531557)",
534,356,358,,3.0,,3756860.0,,28.063,28063.0,1.0,,Bauler (DE) - Roost (LU),,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.08346044961418 49.7764406189112)",
535,359,360,27.4,6.0,,3756990.0,5.2,40.228,40228.0,2.0,,Ensdorf (DE) - Vigy (FR),0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.27694178519793 49.1977400673896,6.77320783777607 49.2910742103854)",0.125
536,360_220kV,361,11.5,3.0,,3756991.0,1.3,20.195,20195.0,1.0,,Ensdorf (DE) - Saint Avold (FR),0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.77320783777607 49.2910742103854,6.70365235663769 49.1385111923078)",0.32
537,235,362_220kV,,6.0,,3756997.0,,22.565,22565.0,2.0,,Gurtweil (DE) - Laufenburg (CH),,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.04936352422006 47.550881853478)",
538,167,363,23.0,6.0,,3763835.0,2.6,1.864,1864.0,2.0,,Wambel - Ratsbusch,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.50006173413631 51.535174092458)",0.16
539,125_220kV,364,,6.0,,3763836.0,,3.618,3618.0,2.0,,Wiesdorf Ltg,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.97593254033334 51.0376007284972)",
540,365,346,,6.0,,3764521.0,,1.538,1538.0,1.0,,Reuter,,901;902,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.2428489964032 52.5349539946502,13.249028367237 52.5316238928337)",
541,261,366,10.275,3.0,50.0,3767046.0,1.95,56.618,56618.0,0.75,,Bruchsal-Kändelweg-Pulverdingen,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.0454349679866 48.9029620137561,8.56218193445384 49.132949935954)",0.333333
542,54,56,,3.0,,3767048.0,,22.305,22305.0,0.5,,HD-Neurott - Phillipsburg,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.43846751211921 49.2524597288652,8.62320967451897 49.3565822492832)",
543,367,366,10.275,3.0,50.0,3767049.0,1.95,21.649,21649.0,0.75,,Philippsburg-Bruchsal-Kändelweg,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(8.4413154852023 49.2514026469585,8.56218193445384 49.132949935954)",0.333333
544,231,368,,3.0,,3782492.0,,7.644,7644.0,0.5,Schluchseewerk AG,Wehr - Kühmoos II,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",
545,231,368,,3.0,,3782493.0,,7.667,7667.0,0.5,Schluchseewerk AG,Wehr - Kühmoos I,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",
546,30,369,6.85,3.0,50.0,3803146.0,1.3,32.522,32522.0,0.5,TenneT,Alfstedt - Dollern,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.06879105808819 53.5666414121342)",0.5
547,61,369,6.85,3.0,50.0,3803147.0,1.3,58.735,58735.0,0.5,TenneT,Farge - Alfstedt,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,9.06879105808819 53.5666414121342)",0.5
548,256,370,23.0,6.0,,3803492.0,2.6,1.3,1300.0,2.0,,Diefflen - Dillinger Hütte,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.7413761724965 49.3574919373628)",0.16
549,256,371,11.5,3.0,50.0,3803493.0,1.3,0.481,481.0,1.0,amprion,Diefflen - Obergraben,0.08,2460,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",0.32
550,256,372,11.5,3.0,50.0,3803494.0,1.3,1.123,1123.0,1.0,amprion,Diefflen - Saarwellingen,0.08,2451,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",0.32
551,99,360,27.4,6.0,,3803495.0,5.2,23.317,23317.0,2.0,,Uchtelfangen - Ensdorf,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.77320783777607 49.2910742103854)",0.125
552,356,100_220kV,,6.0,,3803496.0,,20.457,20457.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.47473977006816 49.9224692993999)",
553,356,355,,3.0,,3803497.0,,2.552,2552.0,1.0,,Bauler (DE) - Vianden (LU),,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",
554,334,78,10.275,3.0,,3805411.0,1.95,56.065,56065.0,0.75,,,0.033333,414,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.6463786274424 50.534876971042)",0.333333
555,338_220kV,373,,3.0,,3861963.0,,35.887,35887.0,1.0,,,,275,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,12.1504016214021 49.0127518128214)",
556,207,374,,3.0,,3861964.0,,3.523,3523.0,1.0,,Amelsbüren - Münster,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.5913598406626 51.928441667004)",
557,57,375,11.5,3.0,,3861966.0,1.3,2.681,2681.0,1.0,,Oberwald - Elfmorgenbruch,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.45154437251894 49.0074029130057)",0.32
558,209,376,13.7,3.0,,3862869.0,2.6,5.847,5847.0,1.0,,3016,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.93969252741257 52.4030332405173,8.99620817966153 52.379587985752)",0.25
559,377,378,10.275,3.0,,3862870.0,1.95,19.652,19652.0,0.75,,AL1-BZW,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.56282337410874 48.7014898200493,9.37084541589578 48.7191233300187)",0.333333
560,378,379,10.275,3.0,,3862871.0,1.95,13.38,13380.0,0.75,,AL1-EDS,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.37084541589578 48.7191233300187,9.37760577643558 48.812606857093)",0.333333
561,16,49,,3.0,,3883856.0,,26.178,26178.0,0.5,,,,3024,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",
562,320,379,10.275,3.0,,3862873.0,1.95,20.599,20599.0,0.75,,EDS-WDL,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.40063139462492 48.6669424396984,9.37760577643558 48.812606857093)",0.333333
563,380,299,11.5,3.0,,3862874.0,1.3,26.528,26528.0,1.0,,Mehrum - Lahe,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.82158380229154 52.4248552546066,10.0876467999739 52.3151305547947)",0.32
564,307_220kV,381,11.5,3.0,,3866628.0,1.3,27.26,27260.0,1.0,,Großgartach - Obrigheim,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0762254363019 49.3633869626072)",0.32
565,382_220kV,308_220kV,11.5,3.0,50.0,3866867.0,1.3,2.735,2735.0,1.0,,,0.08,234,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",0.32
566,382_220kV,383,,3.0,,3866868.0,,5.191,5191.0,1.0,,,,271,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1964915719944 50.0279724033143)",
567,384_220kV,382_220kV,11.5,3.0,,3866869.0,1.3,90.818,90818.0,1.0,,,0.08,278,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.1602912689993 49.9891947837947)",0.32
568,246,385,10.275,3.0,,3866871.0,1.95,29.655,29655.0,0.75,,,0.033333,412,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,9.09051754868887 49.9700413735997)",0.333333
569,246,308,,3.0,,3866872.0,,116.059,116059.0,0.75,,,,417,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,10.1878339995516 49.981219040845)",
570,385,308,,3.0,,3866873.0,,86.838,86838.0,0.5,,,,418,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.09051754868887 49.9700413735997,10.1878339995516 49.981219040845)",
571,382,308,,3.0,,3866874.0,,2.265,2265.0,0.5,,,,485,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",
572,382,308,13.7,3.0,,3866875.0,2.6,2.958,2958.0,1.0,,,0.025,487,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",0.25
573,254,225,5.75,3.0,,3868253.0,0.65,46.959,46959.0,0.5,,Pfalz,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.79256714933307 49.8105487811028,7.72920197913641 49.4826474297682)",0.64
574,220,76,27.4,6.0,,3873611.0,5.2,32.023,32023.0,2.0,TenneT,Bechterdissen - Elsen,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.70221844882815 51.7363525828065)",0.125
575,220_220kV,386,11.5,3.0,,3873612.0,1.3,12.009,12009.0,1.0,,Bechterdissen - Lage,0.08,A3,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.8139941935628 51.9834366294197)",0.32
576,387,386,5.75,3.0,,3873613.0,0.65,40.637,40637.0,0.5,,Lage - Veltheim,0.16,A6,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.93221843866486 52.1933124298166,8.8139941935628 51.9834366294197)",0.64
577,220_220kV,387,,3.0,,3873614.0,,31.846,31846.0,1.0,,Veltheim - Bechterdissen,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",
578,388,387,23.0,6.0,,3873615.0,2.6,11.098,11098.0,2.0,,Veltheim - Meißen,0.04,A8;A9,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.95904413219088 52.2784949764899,8.93221843866486 52.1933124298166)",0.16
579,389,385_220kV,,6.0,,3874447.0,,46.72,46720.0,2.0,,,,216;217,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.59430158866246 49.7984427303145,9.09051754868887 49.9700413735997)",
580,334,390,13.7,3.0,,3874448.0,2.6,81.073,81073.0,1.0,,,0.025,432,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.9729038959004 49.5585073756737)",0.25
581,384,334,13.7,3.0,,3874451.0,2.6,102.607,102607.0,1.0,,,0.025,436,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.193727795361 50.1622144406172)",0.25
582,384,390,13.7,3.0,,3874452.0,2.6,27.503,27503.0,1.0,,,0.025,438,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.9729038959004 49.5585073756737)",0.25
583,391_220kV,385_220kV,11.5,6.0,,3874453.0,1.3,28.905,28905.0,1.0,,Staudinger - Aschaffenburg,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.95464412133747 50.0860157333265,9.09051754868887 49.9700413735997)",0.32
584,384_220kV,389,11.5,6.0,,3874454.0,1.3,114.917,114917.0,1.0,,Trennfeld - Raitersaich,0.08,211,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,9.59430158866246 49.7984427303145)",0.32
585,144,392,,3.0,50.0,3883649.0,,0.647,647.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17590438914786 51.4755782506206)",
586,37,49,,3.0,,3883858.0,,48.738,48738.0,0.5,50Hertz,,,491,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",
587,37,49,,3.0,,3883859.0,,48.758,48758.0,0.5,50Hertz,,,492,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",
588,393,233,,3.0,50.0,3883861.0,,41.042,41042.0,0.5,,Delmensingen - Niederstotzingen,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.231641549556 48.5297622792522,9.88551509756969 48.3040743584705)",
589,394,312,,3.0,,3883862.0,,20.318,20318.0,0.5,,Goldshöfe - Rotensohl,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.2224539935941 48.7367522347984,10.1174866946797 48.8971053361382)",
590,262,395,,3.0,50.0,3883863.0,,18.314,18314.0,0.5,,Grünkraut - Obermooweiler,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.64533503255392 47.7445961090448)",
591,396,230,,3.0,50.0,3883864.0,,2.192,2192.0,0.5,LEW,Gundelfingen - Gundremmingen,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.4015868558303 48.5099297352537,10.391776056934 48.5184609117668)",
592,397,284,13.7,3.0,,3885010.0,2.6,50.615,50615.0,1.0,TenneT,,0.025,3023,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.65659923594081 50.6055491256016)",0.25
593,397,246,13.7,3.0,50.0,3885011.0,2.6,19.665,19665.0,1.0,,,0.025,3024,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.95870856177306 50.0826078105489)",0.25
594,25,398,13.7,6.0,50.0,3885012.0,2.6,50.881,50881.0,1.0,TenneT,,0.025,303,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.72460611042234 54.2882702503445)",0.25
595,81,74,,3.0,,3885041.0,,43.423,43423.0,0.5,50Hertz,,,539,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",
596,81,74,,3.0,,3885042.0,,43.44,43440.0,0.5,50Hertz,,,540,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",
597,280,80,,3.0,50.0,3885043.0,,94.056,94056.0,0.5,50Hertz,,,557,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",
598,280,80,,3.0,50.0,3885044.0,,94.068,94068.0,0.5,50Hertz,,,558,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",
599,81,280,,3.0,,3885045.0,,121.638,121638.0,0.5,50Hertz,,,559,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",
600,81,280,,3.0,,3885046.0,,121.608,121608.0,0.5,50Hertz,,,560,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",
601,334_220kV,336_220kV,,3.0,50.0,3888198.0,,49.216,49216.0,1.0,,,,246,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)",
602,399,261_220kV,,3.0,,3888199.0,,9.513,9513.0,1.0,,,,9333,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.09714220939812 48.8277618380686,9.0454349679866 48.9029620137561)",
603,220_220kV,387,,3.0,50.0,3888200.0,,34.201,34201.0,1.0,,,,A1,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",
604,220_220kV,400,,6.0,50.0,3888201.0,,1.688,1688.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.62886493303814 51.9936340707213)",
605,400,387,,3.0,50.0,3888202.0,,33.114,33114.0,1.0,Netz Veltheim,,,A2,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.62886493303814 51.9936340707213,8.93221843866486 52.1933124298166)",
606,401,24_220kV,5.75,3.0,50.0,3889743.0,0.65,24.702,24702.0,0.5,TenneT,207A,0.16,207A,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(10.0604081018258 54.3487708201584,9.72699196993402 54.2914209867842)",0.64
607,83,401,5.75,3.0,50.0,3889744.0,0.65,19.436,19436.0,0.5,TenneT,207A,0.16,207A,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.0604081018258 54.3487708201584)",0.64
608,22_220kV,402,,3.0,,3889745.0,,18.353,18353.0,1.0,,,,212,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.20210420095253 53.8951574100045,9.44963652666114 53.967286497351)",
