name,bus0,bus1,type,s_nom,length,num_parallel,wkt_srid_4326,voltage,from_relation,r_ohmkm,ref,cables,x_ohmkm,wires,osm_name,operator,c_nfkm,frequency,length_m,i_th_max_a
517,349,350,Al/St 240/40 2-bundle 220.0,495.366530965,73.862,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.3269526751765 49.393473117636)",220000.0,3749846.0,0.08,221,6.0,0.32,1.0,,,11.5,,73862.0,1.3
518,338_220kV,350,Al/St 240/40 2-bundle 220.0,495.366530965,62.842,1.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.3269526751765 49.393473117636)",220000.0,3749847.0,0.08,223,3.0,0.32,2.0,,,11.5,,62842.0,1.3
519,349,351_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,24.279,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.5077305510922 48.7611239877457)",220000.0,3749848.0,,227;228,3.0,,2.0,,,,,24279.0,
520,338_220kV,336_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,131.429,0.5,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.8107025453557 50.1837655260691)",220000.0,3749849.0,0.16,248,3.0,0.64,1.0,,,5.75,,131429.0,0.65
521,14,352,Al/St 240/40 2-bundle 220.0,495.366530965,32.772,1.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8076056361242 48.4554267991033)",220000.0,3749850.0,0.08,258,3.0,0.32,2.0,,,11.5,,32772.0,1.3
522,352,353_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,39.745,1.0,"SRID=4326;LINESTRING(11.8076056361242 48.4554267991033,11.5813705216127 48.7648940508515)",220000.0,3749851.0,0.08,262,3.0,0.32,2.0,,,11.5,,39745.0,1.3
523,15,353,Al/St 240/40 4-bundle 380.0,855.633098939,76.222,0.5,"SRID=4326;LINESTRING(11.8681562938884 48.2068029185353,11.5813705216127 48.7648940508515)",380000.0,3749852.0,0.05,421,3.0,0.5,2.0,,,6.85,,76222.0,1.3
524,354,15,Al/St 240/40 4-bundle 380.0,1711.26619788,17.705,1.0,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",380000.0,3749853.0,0.025,429,3.0,0.25,4.0,,,13.7,,17705.0,2.6
525,354,15,Al/St 240/40 4-bundle 380.0,1711.26619788,17.629,1.0,"SRID=4326;LINESTRING(11.6393121107521 48.1787834095237,11.8681562938884 48.2068029185353)",380000.0,3749854.0,0.025,430,3.0,0.25,4.0,,,13.7,,17629.0,2.6
526,15,337,Al/St 240/40 4-bundle 380.0,5133.79859363,61.235,3.0,"SRID=4326;LINESTRING(11.8681562938884 48.2068029185353,12.2968837896062 48.6069099225677)",380000.0,3749855.0,0.008333,443;444;446,9.0,0.083333,4.0,,,41.1,,61235.0,7.8
527,232,227,Al/St 240/40 4-bundle 380.0,855.633098939,0.161,0.5,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.0821573264928 48.2660901578788)",380000.0,3749856.0,,,3.0,,2.0,Vöhringen Amprion - LEW,,,,161.0,
528,315_220kV,232_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,59.714,1.0,"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.0837512706734 48.268867515302)",220000.0,3749857.0,,,3.0,,2.0,Vöhringen LEW - Oberottmarshausen,,,,59714.0,
529,235,322_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,72.34,2.0,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,7.75186249820802 48.0964057188536)",220000.0,3756855.0,,5120,6.0,,2.0,,EnBW,,,72340.0,
530,322_220kV,288,Al/St 240/40 2-bundle 220.0,1981.46612386,48.816,4.0,"SRID=4326;LINESTRING(7.75186249820802 48.0964057188536,7.91072928612534 48.5012882982432)",220000.0,3756856.0,0.02,,6.0,0.08,4.0,Weier - Eichstetten,,46.0,,48816.0,5.2
531,355,100_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,23.056,2.0,"SRID=4326;LINESTRING(6.17791451185192 49.9530650802033,6.47473977006816 49.9224692993999)",220000.0,3756857.0,,,6.0,,2.0,Niederstedem (DE) - Vianden (LU),,,,23056.0,
532,356,355,Al/St 240/40 2-bundle 220.0,495.366530965,2.552,1.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",220000.0,3756858.0,,,3.0,,2.0,Bauler (DE) - Vianden (LU),,,,2552.0,
533,357,356,Al/St 240/40 2-bundle 220.0,495.366530965,10.361,1.0,"SRID=4326;LINESTRING(6.11451700702834 49.9053646588261,6.21102031526762 49.9586257531557)",220000.0,3756859.0,,,3.0,,2.0,Bauler (DE) - Flebour (LU),,,,10361.0,
534,356,358,Al/St 240/40 2-bundle 220.0,495.366530965,28.063,1.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.08346044961418 49.7764406189112)",220000.0,3756860.0,,,3.0,,2.0,Bauler (DE) - Roost (LU),,,,28063.0,
535,359,360,Al/St 240/40 4-bundle 380.0,3422.53239576,40.228,2.0,"SRID=4326;LINESTRING(6.27694178519793 49.1977400673896,6.77320783777607 49.2910742103854)",380000.0,3756990.0,0.0125,,6.0,0.125,4.0,Ensdorf (DE) - Vigy (FR),,27.4,,40228.0,5.2
536,360_220kV,361,Al/St 240/40 2-bundle 220.0,495.366530965,20.195,1.0,"SRID=4326;LINESTRING(6.77320783777607 49.2910742103854,6.70365235663769 49.1385111923078)",220000.0,3756991.0,0.08,,3.0,0.32,2.0,Ensdorf (DE) - Saint Avold (FR),,11.5,,20195.0,1.3
537,235,362_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,22.565,2.0,"SRID=4326;LINESTRING(8.25192548128222 47.6397698264894,8.04936352422006 47.550881853478)",220000.0,3756997.0,,,6.0,,2.0,Gurtweil (DE) - Laufenburg (CH),,,,22565.0,
538,167,363,Al/St 240/40 2-bundle 220.0,990.733061929,1.864,2.0,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.50006173413631 51.535174092458)",220000.0,3763835.0,0.04,,6.0,0.16,2.0,Wambel - Ratsbusch,,23.0,,1864.0,2.6
539,125_220kV,364,Al/St 240/40 2-bundle 220.0,990.733061929,3.618,2.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.97593254033334 51.0376007284972)",220000.0,3763836.0,,,6.0,,2.0,Wiesdorf Ltg,,,,3618.0,
540,365,346,Al/St 240/40 4-bundle 380.0,1711.26619788,1.538,1.0,"SRID=4326;LINESTRING(13.2428489964032 52.5349539946502,13.249028367237 52.5316238928337)",380000.0,3764521.0,,901;902,6.0,,2.0,Reuter,,,,1538.0,
541,261,366,Al/St 240/40 4-bundle 380.0,1283.44964841,56.618,0.75,"SRID=4326;LINESTRING(9.0454349679866 48.9029620137561,8.56218193445384 49.132949935954)",380000.0,3767046.0,0.033333,,3.0,0.333333,3.0,Bruchsal-Kändelweg-Pulverdingen,,10.275,50.0,56618.0,1.95
542,54,56,Al/St 240/40 4-bundle 380.0,855.633098939,22.305,0.5,"SRID=4326;LINESTRING(8.43846751211921 49.2524597288652,8.62320967451897 49.3565822492832)",380000.0,3767048.0,,,3.0,,2.0,HD-Neurott - Phillipsburg,,,,22305.0,
543,367,366,Al/St 240/40 4-bundle 380.0,1283.44964841,21.649,0.75,"SRID=4326;LINESTRING(8.4413154852023 49.2514026469585,8.56218193445384 49.132949935954)",380000.0,3767049.0,0.033333,,3.0,0.333333,3.0,Philippsburg-Bruchsal-Kändelweg,,10.275,50.0,21649.0,1.95
544,231,368,Al/St 240/40 4-bundle 380.0,855.633098939,7.644,0.5,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",380000.0,3782492.0,,,3.0,,2.0,Wehr - Kühmoos II,Schluchseewerk AG,,,7644.0,
545,231,368,Al/St 240/40 4-bundle 380.0,855.633098939,7.667,0.5,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.94208128553147 47.6533415488354)",380000.0,3782493.0,,,3.0,,2.0,Wehr - Kühmoos I,Schluchseewerk AG,,,7667.0,
546,30,369,Al/St 240/40 4-bundle 380.0,855.633098939,32.522,0.5,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.06879105808819 53.5666414121342)",380000.0,3803146.0,0.05,,3.0,0.5,2.0,Alfstedt - Dollern,TenneT,6.85,50.0,32522.0,1.3
547,61,369,Al/St 240/40 4-bundle 380.0,855.633098939,58.735,0.5,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,9.06879105808819 53.5666414121342)",380000.0,3803147.0,0.05,,3.0,0.5,2.0,Farge - Alfstedt,TenneT,6.85,50.0,58735.0,1.3
548,256,370,Al/St 240/40 2-bundle 220.0,990.733061929,1.3,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.7413761724965 49.3574919373628)",220000.0,3803492.0,0.04,,6.0,0.16,2.0,Diefflen - Dillinger Hütte,,23.0,,1300.0,2.6
549,256,371,Al/St 240/40 2-bundle 220.0,495.366530965,0.481,1.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",220000.0,3803493.0,0.08,2460,3.0,0.32,2.0,Diefflen - Obergraben,amprion,11.5,50.0,481.0,1.3
550,256,372,Al/St 240/40 2-bundle 220.0,495.366530965,1.123,1.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",220000.0,3803494.0,0.08,2451,3.0,0.32,2.0,Diefflen - Saarwellingen,amprion,11.5,50.0,1123.0,1.3
551,99,360,Al/St 240/40 4-bundle 380.0,3422.53239576,23.317,2.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.77320783777607 49.2910742103854)",380000.0,3803495.0,0.0125,,6.0,0.125,4.0,Uchtelfangen - Ensdorf,,27.4,,23317.0,5.2
552,356,100_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,20.457,2.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.47473977006816 49.9224692993999)",220000.0,3803496.0,,,6.0,,2.0,,,,,20457.0,
553,356,355,Al/St 240/40 2-bundle 220.0,495.366530965,2.552,1.0,"SRID=4326;LINESTRING(6.21102031526762 49.9586257531557,6.17791451185192 49.9530650802033)",220000.0,3803497.0,,,3.0,,2.0,Bauler (DE) - Vianden (LU),,,,2552.0,
554,334,78,Al/St 240/40 4-bundle 380.0,1283.44964841,56.065,0.75,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.6463786274424 50.534876971042)",380000.0,3805411.0,0.033333,414,3.0,0.333333,3.0,,,10.275,,56065.0,1.95
555,338_220kV,373,Al/St 240/40 2-bundle 220.0,495.366530965,35.887,1.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,12.1504016214021 49.0127518128214)",220000.0,3861963.0,,275,3.0,,2.0,,,,,35887.0,
556,207,374,Al/St 240/40 2-bundle 220.0,495.366530965,3.523,1.0,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.5913598406626 51.928441667004)",220000.0,3861964.0,,,3.0,,2.0,Amelsbüren - Münster,,,,3523.0,
557,57,375,Al/St 240/40 2-bundle 220.0,495.366530965,2.681,1.0,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.45154437251894 49.0074029130057)",220000.0,3861966.0,0.08,,3.0,0.32,2.0,Oberwald - Elfmorgenbruch,,11.5,,2681.0,1.3
558,209,376,Al/St 240/40 4-bundle 380.0,1711.26619788,5.847,1.0,"SRID=4326;LINESTRING(8.93969252741257 52.4030332405173,8.99620817966153 52.379587985752)",380000.0,3862869.0,0.025,,3.0,0.25,4.0,3016,,13.7,,5847.0,2.6
559,377,378,Al/St 240/40 4-bundle 380.0,1283.44964841,19.652,0.75,"SRID=4326;LINESTRING(9.56282337410874 48.7014898200493,9.37084541589578 48.7191233300187)",380000.0,3862870.0,0.033333,,3.0,0.333333,3.0,AL1-BZW,,10.275,,19652.0,1.95
560,378,379,Al/St 240/40 4-bundle 380.0,1283.44964841,13.38,0.75,"SRID=4326;LINESTRING(9.37084541589578 48.7191233300187,9.37760577643558 48.812606857093)",380000.0,3862871.0,0.033333,,3.0,0.333333,3.0,AL1-EDS,,10.275,,13380.0,1.95
561,16,49,Al/St 240/40 4-bundle 380.0,855.633098939,26.178,0.5,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",380000.0,3883856.0,,3024,3.0,,2.0,,,,,26178.0,
562,320,379,Al/St 240/40 4-bundle 380.0,1283.44964841,20.599,0.75,"SRID=4326;LINESTRING(9.40063139462492 48.6669424396984,9.37760577643558 48.812606857093)",380000.0,3862873.0,0.033333,,3.0,0.333333,3.0,EDS-WDL,,10.275,,20599.0,1.95
563,380,299,Al/St 240/40 2-bundle 220.0,495.366530965,26.528,1.0,"SRID=4326;LINESTRING(9.82158380229154 52.4248552546066,10.0876467999739 52.3151305547947)",220000.0,3862874.0,0.08,,3.0,0.32,2.0,Mehrum - Lahe,,11.5,,26528.0,1.3
564,307_220kV,381,Al/St 240/40 2-bundle 220.0,495.366530965,27.26,1.0,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0762254363019 49.3633869626072)",220000.0,3866628.0,0.08,,3.0,0.32,2.0,Großgartach - Obrigheim,,11.5,,27260.0,1.3
565,382_220kV,308_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,2.735,1.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",220000.0,3866867.0,0.08,234,3.0,0.32,2.0,,,11.5,50.0,2735.0,1.3
566,382_220kV,383,Al/St 240/40 2-bundle 220.0,495.366530965,5.191,1.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1964915719944 50.0279724033143)",220000.0,3866868.0,,271,3.0,,2.0,,,,,5191.0,
567,384_220kV,382_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,90.818,1.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.1602912689993 49.9891947837947)",220000.0,3866869.0,0.08,278,3.0,0.32,2.0,,,11.5,,90818.0,1.3
568,246,385,Al/St 240/40 4-bundle 380.0,1283.44964841,29.655,0.75,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,9.09051754868887 49.9700413735997)",380000.0,3866871.0,0.033333,412,3.0,0.333333,3.0,,,10.275,,29655.0,1.95
569,246,308,Al/St 240/40 4-bundle 380.0,1283.44964841,116.059,0.75,"SRID=4326;LINESTRING(8.95870856177306 50.0826078105489,10.1878339995516 49.981219040845)",380000.0,3866872.0,,417,3.0,,3.0,,,,,116059.0,
570,385,308,Al/St 240/40 4-bundle 380.0,855.633098939,86.838,0.5,"SRID=4326;LINESTRING(9.09051754868887 49.9700413735997,10.1878339995516 49.981219040845)",380000.0,3866873.0,,418,3.0,,2.0,,,,,86838.0,
571,382,308,Al/St 240/40 4-bundle 380.0,855.633098939,2.265,0.5,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",380000.0,3866874.0,,485,3.0,,2.0,,,,,2265.0,
572,382,308,Al/St 240/40 4-bundle 380.0,1711.26619788,2.958,1.0,"SRID=4326;LINESTRING(10.1602912689993 49.9891947837947,10.1878339995516 49.981219040845)",380000.0,3866875.0,0.025,487,3.0,0.25,4.0,,,13.7,,2958.0,2.6
573,254,225,Al/St 240/40 2-bundle 220.0,247.683265482,46.959,0.5,"SRID=4326;LINESTRING(7.79256714933307 49.8105487811028,7.72920197913641 49.4826474297682)",220000.0,3868253.0,0.16,,3.0,0.64,1.0,Pfalz,,5.75,,46959.0,0.65
574,220,76,Al/St 240/40 4-bundle 380.0,3422.53239576,32.023,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.70221844882815 51.7363525828065)",380000.0,3873611.0,0.0125,,6.0,0.125,4.0,Bechterdissen - Elsen,TenneT,27.4,,32023.0,5.2
575,220_220kV,386,Al/St 240/40 2-bundle 220.0,495.366530965,12.009,1.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.8139941935628 51.9834366294197)",220000.0,3873612.0,0.08,A3,3.0,0.32,2.0,Bechterdissen - Lage,,11.5,,12009.0,1.3
576,387,386,Al/St 240/40 2-bundle 220.0,247.683265482,40.637,0.5,"SRID=4326;LINESTRING(8.93221843866486 52.1933124298166,8.8139941935628 51.9834366294197)",220000.0,3873613.0,0.16,A6,3.0,0.64,1.0,Lage - Veltheim,,5.75,,40637.0,0.65
577,220_220kV,387,Al/St 240/40 2-bundle 220.0,495.366530965,31.846,1.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",220000.0,3873614.0,,,3.0,,2.0,Veltheim - Bechterdissen,,,,31846.0,
578,388,387,Al/St 240/40 2-bundle 220.0,990.733061929,11.098,2.0,"SRID=4326;LINESTRING(8.95904413219088 52.2784949764899,8.93221843866486 52.1933124298166)",220000.0,3873615.0,0.04,A8;A9,6.0,0.16,2.0,Veltheim - Meißen,,23.0,,11098.0,2.6
579,389,385_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,46.72,2.0,"SRID=4326;LINESTRING(9.59430158866246 49.7984427303145,9.09051754868887 49.9700413735997)",220000.0,3874447.0,,216;217,6.0,,2.0,,,,,46720.0,
580,334,390,Al/St 240/40 4-bundle 380.0,1711.26619788,81.073,1.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.9729038959004 49.5585073756737)",380000.0,3874448.0,0.025,432,3.0,0.25,4.0,,,13.7,,81073.0,2.6
581,384,334,Al/St 240/40 4-bundle 380.0,1711.26619788,102.607,1.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.193727795361 50.1622144406172)",380000.0,3874451.0,0.025,436,3.0,0.25,4.0,,,13.7,,102607.0,2.6
582,384,390,Al/St 240/40 4-bundle 380.0,1711.26619788,27.503,1.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,10.9729038959004 49.5585073756737)",380000.0,3874452.0,0.025,438,3.0,0.25,4.0,,,13.7,,27503.0,2.6
583,391_220kV,385_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,28.905,1.0,"SRID=4326;LINESTRING(8.95464412133747 50.0860157333265,9.09051754868887 49.9700413735997)",220000.0,3874453.0,0.08,,6.0,0.32,1.0,Staudinger - Aschaffenburg,,11.5,,28905.0,1.3
584,384_220kV,389,Al/St 240/40 2-bundle 220.0,495.366530965,114.917,1.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,9.59430158866246 49.7984427303145)",220000.0,3874454.0,0.08,211,6.0,0.32,1.0,Trennfeld - Raitersaich,,11.5,,114917.0,1.3
585,144,392,Al/St 240/40 2-bundle 220.0,495.366530965,0.647,1.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17590438914786 51.4755782506206)",220000.0,3883649.0,,,3.0,,2.0,,,,50.0,647.0,
586,37,49,Al/St 240/40 4-bundle 380.0,855.633098939,48.738,0.5,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",380000.0,3883858.0,,491,3.0,,2.0,,50Hertz,,,48738.0,
587,37,49,Al/St 240/40 4-bundle 380.0,855.633098939,48.758,0.5,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,10.99933301239 52.2001419745622)",380000.0,3883859.0,,492,3.0,,2.0,,50Hertz,,,48758.0,
588,393,233,Al/St 240/40 4-bundle 380.0,855.633098939,41.042,0.5,"SRID=4326;LINESTRING(10.231641549556 48.5297622792522,9.88551509756969 48.3040743584705)",380000.0,3883861.0,,,3.0,,2.0,Delmensingen - Niederstotzingen,,,50.0,41042.0,
589,394,312,Al/St 240/40 4-bundle 380.0,855.633098939,20.318,0.5,"SRID=4326;LINESTRING(10.2224539935941 48.7367522347984,10.1174866946797 48.8971053361382)",380000.0,3883862.0,,,3.0,,2.0,Goldshöfe - Rotensohl,,,,20318.0,
590,262,395,Al/St 240/40 4-bundle 380.0,855.633098939,18.314,0.5,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.64533503255392 47.7445961090448)",380000.0,3883863.0,,,3.0,,2.0,Grünkraut - Obermooweiler,,,50.0,18314.0,
591,396,230,Al/St 240/40 4-bundle 380.0,855.633098939,2.192,0.5,"SRID=4326;LINESTRING(10.4015868558303 48.5099297352537,10.391776056934 48.5184609117668)",380000.0,3883864.0,,,3.0,,2.0,Gundelfingen - Gundremmingen,LEW,,50.0,2192.0,
592,397,284,Al/St 240/40 4-bundle 380.0,1711.26619788,50.615,1.0,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.65659923594081 50.6055491256016)",380000.0,3885010.0,0.025,3023,3.0,0.25,4.0,,TenneT,13.7,,50615.0,2.6
593,397,246,Al/St 240/40 4-bundle 380.0,1711.26619788,19.665,1.0,"SRID=4326;LINESTRING(8.80962330905886 50.2034748086043,8.95870856177306 50.0826078105489)",380000.0,3885011.0,0.025,3024,3.0,0.25,4.0,,,13.7,50.0,19665.0,2.6
594,25,398,Al/St 240/40 4-bundle 380.0,1711.26619788,50.881,1.0,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.72460611042234 54.2882702503445)",380000.0,3885012.0,0.025,303,6.0,0.25,2.0,,TenneT,13.7,50.0,50881.0,2.6
595,81,74,Al/St 240/40 4-bundle 380.0,855.633098939,43.423,0.5,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",380000.0,3885041.0,,539,3.0,,2.0,,50Hertz,,,43423.0,
596,81,74,Al/St 240/40 4-bundle 380.0,855.633098939,43.44,0.5,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.9024346886892 51.8747235190459)",380000.0,3885042.0,,540,3.0,,2.0,,50Hertz,,,43440.0,
597,280,80,Al/St 240/40 4-bundle 380.0,855.633098939,94.056,0.5,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",380000.0,3885043.0,,557,3.0,,2.0,,50Hertz,,50.0,94056.0,
598,280,80,Al/St 240/40 4-bundle 380.0,855.633098939,94.068,0.5,"SRID=4326;LINESTRING(13.3823233828996 51.3559961579888,14.5081091811329 51.4137103812427)",380000.0,3885044.0,,558,3.0,,2.0,,50Hertz,,50.0,94068.0,
599,81,280,Al/St 240/40 4-bundle 380.0,855.633098939,121.638,0.5,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",380000.0,3885045.0,,559,3.0,,2.0,,50Hertz,,,121638.0,
600,81,280,Al/St 240/40 4-bundle 380.0,855.633098939,121.608,0.5,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,13.3823233828996 51.3559961579888)",380000.0,3885046.0,,560,3.0,,2.0,,50Hertz,,,121608.0,
601,334_220kV,336_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,49.216,1.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)",220000.0,3888198.0,,246,3.0,,2.0,,,,50.0,49216.0,
602,399,261_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,9.513,1.0,"SRID=4326;LINESTRING(9.09714220939812 48.8277618380686,9.0454349679866 48.9029620137561)",220000.0,3888199.0,,9333,3.0,,2.0,,,,,9513.0,
603,220_220kV,387,Al/St 240/40 2-bundle 220.0,495.366530965,34.201,1.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.93221843866486 52.1933124298166)",220000.0,3888200.0,,A1,3.0,,2.0,,,,50.0,34201.0,
604,220_220kV,400,Al/St 240/40 2-bundle 220.0,990.733061929,1.688,2.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.62886493303814 51.9936340707213)",220000.0,3888201.0,,,6.0,,2.0,,,,50.0,1688.0,
605,400,387,Al/St 240/40 2-bundle 220.0,495.366530965,33.114,1.0,"SRID=4326;LINESTRING(8.62886493303814 51.9936340707213,8.93221843866486 52.1933124298166)",220000.0,3888202.0,,A2,3.0,,2.0,,Netz Veltheim,,50.0,33114.0,
606,401,24_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,24.702,0.5,"SRID=4326;LINESTRING(10.0604081018258 54.3487708201584,9.72699196993402 54.2914209867842)",220000.0,3889743.0,0.16,207A,3.0,0.64,1.0,207A,TenneT,5.75,50.0,24702.0,0.65
607,83,401,Al/St 240/40 2-bundle 220.0,247.683265482,19.436,0.5,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.0604081018258 54.3487708201584)",220000.0,3889744.0,0.16,207A,3.0,0.64,1.0,207A,TenneT,5.75,50.0,19436.0,0.65
608,22_220kV,402,Al/St 240/40 2-bundle 220.0,495.366530965,18.353,1.0,"SRID=4326;LINESTRING(9.20210420095253 53.8951574100045,9.44963652666114 53.967286497351)",220000.0,3889745.0,,212,3.0,,2.0,,,,,18353.0,
609,99_220kV,239,Al/St 240/40 2-bundle 220.0,495.366530965,70.865,1.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.70228540768092 49.8289944201161)",220000.0,3889746.0,0.08,,3.0,0.32,2.0,Osburg,,11.5,,70865.0,1.3
610,362_220kV,231_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,9.168,2.0,"SRID=4326;LINESTRING(8.04936352422006 47.550881853478,7.95805402328778 47.5954722640613)",220000.0,3915992.0,,,6.0,,2.0,Kühmoss - Laufenberg 220 kV,,,50.0,9168.0,
611,403,362,Al/St 240/40 4-bundle 380.0,855.633098939,22.98,0.5,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.04936352422006 47.550881853478)",380000.0,3916226.0,,,3.0,,2.0,Tiengen (DE) - Laufenberg (CH),,,,22980.0,
612,403_220kV,404_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,10.791,1.0,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)",220000.0,3916290.0,,,3.0,,2.0,Tiengen (DE) - Beznau (CH) 220 kV,,,,10791.0,
613,403,404,Al/St 240/40 4-bundle 380.0,855.633098939,9.656,0.5,"SRID=4326;LINESTRING(8.25885994832776 47.6342116213731,8.23209442033504 47.5561434831307)",380000.0,3916291.0,,,3.0,,2.0,Tiengen (DE) - Beznau (CH) 380 kV,,,,9656.0,
614,405,231,Al/St 240/40 4-bundle 380.0,855.633098939,27.702,0.5,"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,7.95805402328778 47.5954722640613)",380000.0,3916522.0,,,3.0,,2.0,Asphard (CH) - Kühmoos (DE),,,,27702.0,
